code,Quantile
indian journal of science communication,N/A
indonesian journal of forestry research,N/A
interactive journal of medical research,N/A
interdisciplinary studies of literature,N/A
interfacial phenomena and heat transfer,N/A
international cancer conference journal,N/A
international indigenous policy journal,N/A
international journal of korean history,N/A
international journal of nano dimension,N/A
international journal of thermodynamics,N/A
international journal of tourism cities,N/A
jahrbuch fur internationale germanistik,N/A
jati-journal of southeast asian studies,N/A
journal for the education of the gifted,N/A
journal of aesthetics and art criticism,N/A
journal of feminist studies in religion,N/A
journal of further and higher education,N/A
journal of technology in human services,N/A
journal de la societe des americanistes,N/A
journal of aesthetics and phenomenology,N/A
journal of applied engineering sciences,N/A
journal of astronomical instrumentation,N/A
journal of astronomy and space sciences,N/A
journal of central european agriculture,N/A
journal of computational social science,N/A
journal of contemporary african studies,N/A
journal of data and information science,N/A
journal of early modern studies-romania,N/A
journal of emergencies trauma and shock,N/A
journal of endocrinology and metabolism,N/A
journal of financial services marketing,N/A
journal of fluid science and technology,N/A
journal of formative design in learning,N/A
journal of human rights and social work,N/A
journal of industry competition & trade,N/A
journal of island & coastal archaeology,N/A
revista chilena de estudios medievales,N/A
revista espanola de discapacidad-redis,N/A
revista forestal mesoamerica kuru-rfmk,N/A
revista jesus historico e sua recepcao,N/A
revista notas historicas y geograficas,N/A
revista uruguaya de historia economica,N/A
revista de derecho comunitario europeo,N/A
revista de gastroenterologia de mexico,N/A
revista de gestao e secretariado-gesec,N/A
revue europeenne des sciences sociales,N/A
risk hazards & crisis in public policy,N/A
sae international journal of aerospace,N/A
sare-southeast asian review of english,N/A
scm studies in communication and media,N/A
speculum-a journal of medieval studies,N/A
south african journal of physiotherapy,N/A
south east asian journal of management,N/A
steel construction-design and research,N/A
studies in american indian literatures,N/A
substance abuse-research and treatment,N/A
sungkyun journal of east asian studies,N/A
sustainable water resources management,N/A
theatre dance and performance training,N/A
transportation in developing economies,N/A
trends in psychiatry and psychotherapy,N/A
visual inquiry-learning & teaching art,N/A
zeitschrift fur geschichtswissenschaft,N/A
zbornik radova vizantoloskog instituta,N/A
zeitschrift fuer individualpsychologie,N/A
annales de chimie-science des materiaux,N/A
arys-antiguedad religiones y sociedades,N/A
automatic control and computer sciences,N/A
acta germanica-german studies in africa,N/A
advances and applications in statistics,N/A
advances in astronomy and space physics,N/A
advances in civil engineering materials,N/A
american journal of sexuality education,N/A
anaesthesia and intensive care medicine,N/A
animal models and experimental medicine,N/A
archives of academic emergency medicine,N/A
archives of bone and joint surgery-abjs,N/A
arts and humanities in higher education,N/A
asian education and development studies,N/A
asian journal of shipping and logistics,N/A
atalanta-revista de las letras barrocas,N/A
atmospheric and oceanic science letters,N/A
australasian dispute resolution journal,N/A
australasian journal of water resources,N/A
australian journal of civil engineering,N/A
australian journal of teacher education,N/A
bibliotheque d humanisme et renaissance,N/A
biznes informatika-business informatics,N/A
canadian journal of applied linguistics,N/A
case reports in nephrology and dialysis,N/A
clinical epidemiology and global health,N/A
clinical medicine insights-case reports,N/A
contemporary europe-sovremennaya evropa,N/A
contraception and reproductive medicine,N/A
contributions to geophysics and geodesy,N/A
croatian international relations review,N/A
cuadernos de ilustracion y romanticismo,N/A
current behavioral neuroscience reports,N/A
current developmental disorders reports,N/A
current psychiatry research and reviews,N/A
journal of acute care physical therapy,N/A
journal of applied accounting research,N/A
journal of applied laboratory medicine,N/A
journal of asian pacific communication,N/A
journal of continuing higher education,N/A
journal of creativity in mental health,N/A
journal of economy culture and society,N/A
journal of gay & lesbian mental health,N/A
journal of general and family medicine,N/A
journal of healthcare quality research,N/A
journal of historical sociolinguistics,N/A
journal of interdisciplinary economics,N/A
journal of measurements in engineering,N/A
journal of medieval religious cultures,N/A
journal of nuclear medicine technology,N/A
journal of pioneering medical sciences,N/A
journal of political science education,N/A
journal of research in health sciences,N/A
journal of scottish historical studies,N/A
journal of spatial information science,N/A
journal of structural fire engineering,N/A
journal of urban and regional analysis,N/A
journal of workplace behavioral health,N/A
journal of world intellectual property,N/A
journal of the saudi heart association,N/A
jurnal penelitian dan pembelajaran ipa,N/A
kairos-journal of philosophy & science,N/A
kamchatka-revista de analisis cultural,N/A
khyber medical university journal-kmuj,N/A
korean journal of optics and photonics,N/A
lectora-revista de dones i textualitat,N/A
mathematics education research journal,N/A
medical science monitor basic research,N/A
melbourne journal of international law,N/A
menopause review-przeglad menopauzalny,N/A
meridiano 47-journal of global studies,N/A
methaodos-revista de ciencias sociales,N/A
minnesota symposia on child psychology,N/A
modeling earth systems and environment,N/A
moscow university mathematics bulletin,N/A
multidisciplinary respiratory medicine,N/A
mundo eslavo-journal of slavic studies,N/A
nonlinear phenomena in complex systems,N/A
nordic journal of religion and society,N/A
nordic journal of working life studies,N/A
nuclear medicine and molecular imaging,N/A
nuevo pensamiento-revista de filosofia,N/A
ocl-oilseeds and fats crops and lipids,N/A
open access journal of clinical trials,N/A
open access journal of sports medicine,N/A
oral & maxillofacial pathology journal,N/A
ovidius university annals of chemistry,N/A
pattern recognition and image analysis,N/A
pravo-zhurnal vysshei shkoly ekonomiki,N/A
pravoprimenenie-law enforcement review,N/A
problemy zarzadzania-management issues,N/A
prose studies-history theory criticism,N/A
redu-revista de docencia universitaria,N/A
rie-revista de investigacion educativa,N/A
rational pharmacotherapy in cardiology,N/A
recerca-revista de pensament & analisi,N/A
resonance-journal of science education,N/A
review of religion and chinese society,N/A
revista brasileira de futsal e futebol,N/A
canadian journal of program evaluation,N/A
central asian journal of global health,N/A
chinese journal of applied linguistics,N/A
clinicoeconomics and outcomes research,N/A
communications in information literacy,N/A
comparative southeast european studies,N/A
comparative and continental philosophy,N/A
complutense journal of english studies,N/A
computational and mathematical methods,N/A
contemporary issues in early childhood,N/A
contemporary review of the middle east,N/A
corrosion science and technology-korea,N/A
cuadernos de filosofia latinoamericana,N/A
cuadernos de proyectos arquitectonicos,N/A
current cardiovascular imaging reports,N/A
current research in structural biology,N/A
cybergeo-european journal of geography,N/A
dialogue-canadian philosophical review,N/A
diritti umani e diritto internazionale,N/A
egyptian journal of veterinary science,N/A
emotional and behavioural difficulties,N/A
economic history of developing regions,N/A
educational research for social change,N/A
egyptian pediatric association gazette,N/A
electronic journal of general medicine,N/A
elektrotechnik und informationstechnik,N/A
entomology and applied science letters,N/A
environmental & socio-economic studies,N/A
environmental and climate technologies,N/A
environmental and planning law journal,N/A
eurasian chemico-technological journal,N/A
eurasian journal of emergency medicine,N/A
european journal for sport and society,N/A
flugmedizin tropenmedizin reisemedizin,N/A
frontiers of literary studies in china,N/A
functional foods in health and disease,N/A
gazi akademik bakis-gazi academic view,N/A
geophysics and geophysical exploration,N/A
hepatic medicine-evidence and research,N/A
historic environment-policy & practice,N/A
historical studies in education-canada,N/A
history of economic thought and policy,N/A
ieee open journal of power electronics,N/A
ieee open journal of signal processing,N/A
international journal of mental health,N/A
ignaziana-rivista di ricerca teologica,N/A
imafronte-revista de historia del arte,N/A
indian journal of gynecologic oncology,N/A
indian journal of medical specialities,N/A
international journal of asian studies,N/A
international journal of breast cancer,N/A
international journal of cuban studies,N/A
international journal of hindu studies,N/A
international journal of physiotherapy,N/A
international journal of serious games,N/A
international journal of spine surgery,N/A
international medical journal malaysia,N/A
international organizations law review,N/A
iraqi journal of agricultural sciences,N/A
iride-filosofia e discussione pubblica,N/A
journal of jewish thought & philosophy,N/A
journal of popular film and television,N/A
jamba-journal of disaster risk studies,N/A
journal for eighteenth-century studies,N/A
revista eletronica ventilando acervos,N/A
revista finanzas y politica economica,N/A
revista geografica de america central,N/A
revista historia-debates e tendencias,N/A
revista latina de comunicacion social,N/A
revista romana de medicina veterinara,N/A
revista de direito da cidade-city law,N/A
revista de investigacion en educacion,N/A
revista de investigacion en logopedia,N/A
revista do curso de direito do unifor,N/A
revue d economie regionale et urbaine,N/A
romanian journal of internal medicine,N/A
romanian journal of military medicine,N/A
schweizerisches archiv fur volkskunde,N/A
seminar-a journal of germanic studies,N/A
siyasal-journal of political sciences,N/A
south african archaeological bulletin,N/A
stuf-language typology and universals,N/A
scientific annals of computer science,N/A
south african journal of child health,N/A
sri lankan journal of anaesthesiology,N/A
studies in american jewish literature,N/A
systems science & control engineering,N/A
teoria e pratica em administracao-tpa,N/A
therapeutic advances in ophthalmology,N/A
trans-revista transcultural de musica,N/A
transactions on maritime science-toms,N/A
transportation safety and environment,N/A
treballs de sociolinguistica catalana,N/A
tuberculosis and respiratory diseases,N/A
turkish journal of emergency medicine,N/A
university of toronto medical journal,N/A
vulnerable children and youth studies,N/A
zeitschrift fur historische forschung,N/A
zeitschrift fur romanische philologie,N/A
zeitschrift fur tourismuswissenschaft,N/A
acm communications in computer algebra,N/A
acm transactions on computation theory,N/A
acm transactions on parallel computing,N/A
asian cardiovascular & thoracic annals,N/A
adaptive human behavior and physiology,N/A
advanced journal of emergency medicine,N/A
advances in developing human resources,N/A
advances in human-computer interaction,N/A
african journal of information systems,N/A
african journal of laboratory medicine,N/A
african journal on conflict resolution,N/A
allgemeine zeitschrift fur philosophie,N/A
american journal of distance education,N/A
american journal of lifestyle medicine,N/A
"american, british and canadian studies",N/A
animation-an interdisciplinary journal,N/A
annales de l institut henri poincare d,N/A
annual of the british school at athens,N/A
antropologia e teatro-rivista di studi,N/A
applied and environmental soil science,N/A
ateliers de l ethique-the ethics forum,N/A
australasian review of african studies,N/A
bulletin of canadian petroleum geology,N/A
business & professional ethics journal,N/A
bewegungstherapie und gesundheitssport,N/A
bulletin of the history of archaeology,N/A
caligrama-revista de estudos romanicos,N/A
canadian journal of career development,N/A
journal of alzheimers disease reports,N/A
journal of architectural conservation,N/A
journal of bioenergy and food science,N/A
journal of cardiovascular emergencies,N/A
journal of chemistry and technologies,N/A
journal of convention & event tourism,N/A
journal of cross-cultural gerontology,N/A
journal of cultural cognitive science,N/A
journal of emdr practice and research,N/A
journal of english as a lingua franca,N/A
journal of evidence-based social work,N/A
journal of family business management,N/A
journal of geography-cografya dergisi,N/A
journal of gerontology and geriatrics,N/A
journal of global infectious diseases,N/A
journal of hiv-aids & social services,N/A
journal of integrative bioinformatics,N/A
journal of lgbtq issues in counseling,N/A
journal of lasers in medical sciences,N/A
journal of law finance and accounting,N/A
journal of law and political sciences,N/A
journal of medical radiation sciences,N/A
journal of organizational ethnography,N/A
journal of pastoral care & counseling,N/A
journal of probability and statistics,N/A
journal of progressive human services,N/A
journal of regional and city planning,N/A
journal of sensors and sensor systems,N/A
journal of sport psychology in action,N/A
journal of theological interpretation,N/A
journal of translational autoimmunity,N/A
journal of the history of collections,N/A
journal of the musical arts in africa,N/A
kesmas-national public health journal,N/A
language documentation & conservation,N/A
language learning in higher education,N/A
linguistics of the tibeto-burman area,N/A
liquid crystals and their application,N/A
madrygal-revista de estudios gallegos,N/A
malaysian journal of economic studies,N/A
malaysian journal of medical sciences,N/A
manuscrits-revista d historia moderna,N/A
mathematical foundations of computing,N/A
medical devices-evidence and research,N/A
memoria investigaciones en ingenieria,N/A
metallurgical & materials engineering,N/A
midcontinental journal of archaeology,N/A
middle east fertility society journal,N/A
national taiwan university law review,N/A
nigerian postgraduate medical journal,N/A
obrana a strategie-defence & strategy,N/A
occupational therapy in mental health,N/A
pacific business review international,N/A
pacific rim property research journal,N/A
perspectivas em ciencia da informacao,N/A
psychology learning and teaching-plat,N/A
psychology in russia-state of the art,N/A
quaderni urbinati di cultura classica,N/A
resources for american literary study,N/A
reports on geodesy and geoinformatics,N/A
research in post-compulsory education,N/A
revista ciencias sociales y educacion,N/A
revista cubana de ciencias forestales,N/A
revista direito ambiental e sociedade,N/A
chemical product and process modeling,N/A
chemistry for sustainable development,N/A
chemistry-didactics-ecology-metrology,N/A
clinical cancer investigation journal,N/A
clinical medicine insights-cardiology,N/A
clinical medicine insights-pediatrics,N/A
clinical pediatric emergency medicine,N/A
colombian applied linguistics journal,N/A
construction management and economics,N/A
contemporary asia arbitration journal,N/A
cuadernos de documentacion multimedia,N/A
cuadernos de investigacion geografica,N/A
current allergy & clinical immunology,N/A
current clinical microbiology reports,N/A
current research in social psychology,N/A
dialog so vremenem-dialogue with time,N/A
differential equations & applications,N/A
discrete mathematics and applications,N/A
diversitas-perspectivas en psicologia,N/A
doxa-cuadernos de filosofia y derecho,N/A
economia agraria y recursos naturales,N/A
egyptian journal of forensic sciences,N/A
erudition and the republic of letters,N/A
espacios en blanco-serie indagaciones,N/A
european clinical respiratory journal,N/A
financial accountability & management,N/A
french-ukrainian journal of chemistry,N/A
frontiers in sports and active living,N/A
geographical review of japan-series b,N/A
global media journal-canadian edition,N/A
globalisation societies and education,N/A
granja-revista de ciencias de la vida,N/A
hispania-revista espanola de historia,N/A
hiv aids-research and palliative care,N/A
historical review-la revue historique,N/A
ieej journal of industry applications,N/A
ihs antiguos jesuitas en iberoamerica,N/A
international philosophical quarterly,N/A
ijaz arabi journal of arabic learning,N/A
interiors-design architecture culture,N/A
international criminal justice review,N/A
international forum of psychoanalysis,N/A
international journal of biomaterials,N/A
international journal of food science,N/A
international journal of group theory,N/A
international journal of inflammation,N/A
international journal of microbiology,N/A
international journal of multiphysics,N/A
international journal of rheumatology,N/A
international journal of surgery open,N/A
international journal of technoethics,N/A
investigaciones de historia economica,N/A
ipotesi-revista de estudos literarios,N/A
iranian journal of management studies,N/A
japanese journal of artificial organs,N/A
japanese journal of religious studies,N/A
jcom-journal of science communication,N/A
jdr clinical & translational research,N/A
journal of ambulatory care management,N/A
journal of contemporary psychotherapy,N/A
journal of criminal justice education,N/A
journal for specialists in group work,N/A
journal for the study of spirituality,N/A
journal of advanced joining processes,N/A
revue francaise d etudes americaines,N/A
real estate management and valuation,N/A
regional science policy and practice,N/A
rehabilitation research and practice,N/A
renal society of australasia journal,N/A
research and reviews in parkinsonism,N/A
revista andina de estudios politicos,N/A
revista cidob d afers internationals,N/A
revista latinoamericana de poblacion,N/A
revista de artes marciales asiaticas,N/A
revista de historia de la psicologia,N/A
revista de investigacion linguistica,N/A
romanian journal of european affairs,N/A
sae international journal of engines,N/A
scandinavian economic history review,N/A
smith college studies in social work,N/A
studi e problemi di critica testuale,N/A
schizophrenia research and treatment,N/A
seminars in colon and rectal surgery,N/A
slovensky narodopis-slovak ethnology,N/A
sri lanka journal of social sciences,N/A
strategic review for southern africa,N/A
studies in ethnicity and nationalism,N/A
studies in russian and soviet cinema,N/A
taiwan journal of east asian studies,N/A
techniques in foot and ankle surgery,N/A
transplantation and cellular therapy,N/A
trends in neuroscience and education,N/A
tropical cyclone research and review,N/A
tydskrif vir die suid-afrikaanse reg,N/A
vierteljahrshefte fur zeitgeschichte,N/A
vjesnik arheoloskog muzeja u zagrebu,N/A
wacana seni-journal of art discourse,N/A
washington international law journal,N/A
yazyk i kultura-language and culture,N/A
zeitschrift fur slavische philologie,N/A
zeitschrift fur theologie und kirche,N/A
arq-architectural research quarterly,N/A
ace-architecture city and environment,N/A
apollo-the international art magazine,N/A
archiv fur geschichte der philosophie,N/A
assessment for effective intervention,N/A
addictive disorders & their treatment,N/A
administracao publica e gestao social,N/A
advances in pharmacology and pharmacy,N/A
african vision and eye health journal,N/A
agroindustria sociedad y ambiente asa,N/A
anales de literatura hispanoamericana,N/A
annals of rehabilitation medicine-arm,N/A
archives of aesthetic plastic surgery,N/A
arrhythmia & electrophysiology review,N/A
asian journal of comparative politics,N/A
asian-european journal of mathematics,N/A
australasian journal of combinatorics,N/A
avances en psicologia latinoamericana,N/A
bulletin de correspondance hellenique,N/A
bangladesh journal of medical science,N/A
benchmarking-an international journal,N/A
cahiers de nutrition et de dietetique,N/A
canadian journal of hospital pharmacy,N/A
canadian journal of women and the law,N/A
case reports in neurological medicine,N/A
cataloging & classification quarterly,N/A
cedille-revista de estudios franceses,N/A
journal of experimental neuroscience,N/A
journal of experimental orthopaedics,N/A
journal of financial economic policy,N/A
journal of gaming and virtual worlds,N/A
journal of health and safety at work,N/A
journal of international arbitration,N/A
journal of international oral health,N/A
journal of international studies-jis,N/A
journal of map & geography libraries,N/A
journal of medical signals & sensors,N/A
journal of mediterranean archaeology,N/A
journal of mind and medical sciences,N/A
journal of modern periodical studies,N/A
journal of patient-reported outcomes,N/A
journal of politics in latin america,N/A
journal of private international law,N/A
journal of robotics and mechatronics,N/A
journal of science teacher education,N/A
journal of southeast asian economies,N/A
journal of sport and health research,N/A
journal of vocational rehabilitation,N/A
journal of water management modeling,N/A
journal of wildlife and biodiversity,N/A
journal of zoo and aquarium research,N/A
journal of the anus rectum and colon,N/A
journal of the philosophy of history,N/A
korean chemical engineering research,N/A
korean journal of applied statistics,N/A
korean journal of materials research,N/A
lit-literature interpretation theory,N/A
loisir & societe-society and leisure,N/A
large-scale assessments in education,N/A
legal issues of economic integration,N/A
mskmuskuloskelettale physiotherapie,N/A
media literacy and academic research,N/A
methods and applications of analysis,N/A
minerva-revista de filologia clasica,N/A
monte carlo methods and applications,N/A
moscow university chemistry bulletin,N/A
moscow university mechanics bulletin,N/A
nan nu-men women and gender in china,N/A
nankai business review international,N/A
navus-revista de gestao e tecnologia,N/A
netherlands international law review,N/A
netherlands journal of critical care,N/A
neurodegenerative disease management,N/A
nordic journal of migration research,N/A
obra digital-revista de comunicacion,N/A
open access journal of contraception,N/A
open cardiovascular medicine journal,N/A
operative techniques in orthopaedics,N/A
paj-a journal of performance and art,N/A
papers of the british school at rome,N/A
philosophy of music education review,N/A
physics and chemistry of solid state,N/A
physiotherapy research international,N/A
plura-revista de estudos de religiao,N/A
polish journal of management studies,N/A
polish yearbook of international law,N/A
portuguese journal of social science,N/A
pragmatic and observational research,N/A
progress in neurology and psychiatry,N/A
red-revista de educacion a distancia,N/A
rever-revista de estudos da religiao,N/A
croatian operational research review,N/A
current respiratory medicine reviews,N/A
current treatment options in allergy,N/A
deutsche zeitschrift fur philosophie,N/A
disegnare idee immagini-ideas images,N/A
disparidades-revista de antropologia,N/A
distinktion-journal of social theory,N/A
dutch journal of applied linguistics,N/A
ems surveys in mathematical sciences,N/A
economic journal of emerging markets,N/A
ecosistemas y recursos agropecuarios,N/A
egyptian journal of aquatic research,N/A
ekphrasis-images cinema theory media,N/A
engineering technologies and systems,N/A
ethiopian journal of health sciences,N/A
etudes ricoeuriennes-ricoeur studies,N/A
european journal of american studies,N/A
european journal of political theory,N/A
european journal of tourism research,N/A
european legacy-toward new paradigms,N/A
european spatial research and policy,N/A
european transport-trasporti europei,N/A
family medicine and community health,N/A
frontiers in artificial intelligence,N/A
fukushima journal of medical science,N/A
functional composites and structures,N/A
hallazgos-revista de investigaciones,N/A
ikon-journal of iconographic studies,N/A
indian journal of history of science,N/A
international anesthesiology clinics,N/A
indian growth and development review,N/A
indian journal of community medicine,N/A
intensive care medicine experimental,N/A
interaction design and architectures,N/A
interface-comunicacao saude educacao,N/A
international journal of biomedicine,N/A
international journal of cartography,N/A
international journal of engineering,N/A
international journal of fluid power,N/A
international journal of instruction,N/A
international journal of nanoscience,N/A
international journal of refugee law,N/A
international social security review,N/A
international sport coaching journal,N/A
intractable & rare diseases research,N/A
islam and christian-muslim relations,N/A
italian journal of planning practice,N/A
jahrbucher fur geschichte osteuropas,N/A
journal of psychotherapy integration,N/A
journal of the history of philosophy,N/A
journal of the royal asiatic society,N/A
janus-estudios sobre el siglo de oro,N/A
jeunesse-young people texts cultures,N/A
journal of applied corporate finance,N/A
journal of applied school psychology,N/A
journal of applied security research,N/A
journal of architectural engineering,N/A
journal of architecture and urbanism,N/A
journal of asia-pacific biodiversity,N/A
journal of cardiovascular echography,N/A
journal of child & adolescent trauma,N/A
journal of critical & intensive care,N/A
journal of dance & somatic practices,N/A
journal of doctoral nursing practice,N/A
review of philosophy and psychology,N/A
revista brasileira de geomorfologia,N/A
revista costarricense de psicologia,N/A
revista critica de ciencias sociais,N/A
revista digital mundo asia pacifico,N/A
revista general de derecho procesal,N/A
revista iberoamericana de educacion,N/A
revista juridica de castilla y leon,N/A
revista vortex-vortex music journal,N/A
revista de comunicacion de la seeci,N/A
revista de la universidad del zulia,N/A
revue italienne d'etudes francaises,N/A
sa journal of industrial psychology,N/A
seefor-south-east european forestry,N/A
south african journal of philosophy,N/A
svmma-revista de cultures medievals,N/A
science fiction film and television,N/A
scientific papers-series a-agronomy,N/A
human resource development review,Q2
current research in food science,Q1
ocular surface,Q1
case studies in thermal engineering,Q1
journal of materials research and technology-jmr&t,Q1
clinics in liver disease,Q2
ecological indicators,Q1
frontiers in molecular neuroscience,Q1
acta physico-chimica sinica,Q2
resuscitation,Q1
pharmacotherapy,Q1
altex-alternatives to animal experimentation,Q2
neuropathology and applied neurobiology,Q1
journal of biological engineering,Q1
annals of allergy asthma & immunology,Q2
journal of the american college of radiology,Q1
astronomy & astrophysics,Q1
ieee transactions on vehicular technology,Q1
milbank quarterly,Q1
human resource management,Q1
kidney international reports,Q1
american journal of clinical dermatology,Q1
journal of physiology-london,Q1
journal of evidence based medicine,Q1
sociological science,Q1
neoplasia,Q2
arabian journal of chemistry,Q2
international journal of molecular sciences,Q1
chembioeng reviews,Q1
progress in organic coatings,Q1
journal of food engineering,Q1
survey of ophthalmology,Q1
cytotherapy,Q1
fiscal studies,Q1
land use policy,Q1
critical reviews in toxicology,Q1
structural equation modeling-a multidisciplinary journal,Q1
catalysis science & technology,Q2
political communication,Q1
respirology,Q1
journal of animal science and biotechnology,Q1
transport policy,Q1
management science,Q1
archives of toxicology,Q1
journal of computational design and engineering,Q1
ieee transactions on communications,Q1
journal of chemical information and modeling,Q1
journal of materials processing technology,Q2
child development perspectives,Q1
journal of public administration research and theory,Q1
water resources research,Q1
journal of food and drug analysis,Q1
computational and structural biotechnology journal,Q1
landslides,Q1
gondwana research,Q1
journal of molecular biology,Q1
international entrepreneurship and management journal,Q2
automatica,Q1
academy of management learning & education,Q1
frontiers in cellular neuroscience,Q1
field crops research,Q1
traffic,Q2
steel and composite structures,Q1
research in international business and finance,Q1
acs applied nano materials,Q2
clinical research in cardiology,Q2
integrated computer-aided engineering,Q1
surfaces and interfaces,Q1
cyberpsychology behavior and social networking,Q1
journal of clinical endocrinology & metabolism,Q1
chinese medical journal,Q1
ieee journal of solid-state circuits,Q1
jacc-clinical electrophysiology,Q2
cellulose,Q1
environmental impact assessment review,Q1
infectious diseases and therapy,Q2
sociological methodology,Q1
journal of nutritional biochemistry,Q1
current opinion in chemical engineering,Q1
journal of family business strategy,Q2
frontiers in molecular biosciences,Q1
liver transplantation,Q1
european management journal,Q2
iscience,Q1
journal of the american heart association,Q2
ecological applications,Q1
biochemical pharmacology,Q1
nanomedicine,Q1
health reports,Q1
information technology & tourism,Q2
matter and radiation at extremes,Q1
neurotherapeutics,Q1
marine drugs,Q1
npj genomic medicine,Q1
psychological assessment,Q1
kidney international supplements,Q1
journal of the learning sciences,Q1
lung cancer,Q1
frontiers in cell and developmental biology,Q1
food policy,Q1
cities,Q1
cephalalgia,Q1
ieee transactions on mobile computing,Q1
journal of the american planning association,Q1
frontiers in cellular and infection microbiology,Q1
organic letters,Q1
bioconjugate chemistry,Q1
american economic journal-economic policy,Q1
journal of law and the biosciences,Q1
chemical communications,Q2
frontiers in bioengineering and biotechnology,Q1
biomolecules,Q2
frontiers in microbiology,Q1
progress in planning,Q1
innovation in aging,Q1
neural regeneration research,Q1
structural control & health monitoring,Q1
macromolecules,Q1
climate policy,Q1
lwt-food science and technology,Q1
frontiers in endocrinology,Q1
biological psychiatry-cognitive neuroscience and neuroimaging,Q1
frontiers of environmental science & engineering,Q2
materials science and engineering a-structural materials properties microstructure and processing,Q1
batteries & supercaps,Q2
food reviews international,Q1
nanoimpact,Q2
american journal of criminal justice,Q1
journal of school psychology,Q1
harvard law review,Q1
current neurology and neuroscience reports,Q1
environmental and experimental botany,Q1
annual review of criminology,Q1
international journal of human resource management,Q2
plos genetics,Q1
european journal of cell biology,Q2
electronic markets,Q2
green chemistry letters and reviews,Q2
wiley interdisciplinary reviews-energy and environment,Q2
csee journal of power and energy systems,Q1
machine learning-science and technology,Q1
american journal of physiology-lung cellular and molecular physiology,Q1
journal of leukocyte biology,Q2
archives of pharmacal research,Q1
molecular cancer therapeutics,Q2
american journal of chinese medicine,Q1
public management review,Q1
progress in optics,Q1
science education,Q1
progress in electromagnetics research-pier,Q1
oceanography and marine biology,Q1
medical education online,Q1
colloids and surfaces b-biointerfaces,Q1
international journal of entrepreneurial behavior & research,Q2
international journal of logistics-research and applications,Q2
frontiers in pharmacology,Q1
advanced synthesis & catalysis,Q1
journal of financial intermediation,Q1
arthroscopy-the journal of arthroscopic and related surgery,Q1
oral oncology,Q1
ieee control systems magazine,Q1
annual review of economics,Q1
bju international,Q1
current atherosclerosis reports,Q1
ieee transactions on power electronics,Q1
medecine et maladies infectieuses,Q2
atmospheric research,Q1
computer assisted language learning,N/A
r & d management,Q2
journal of epidemiology and global health,Q1
global change biology bioenergy,Q1
mental health and physical activity,Q1
aging-us,Q2
glycobiology,Q2
behavior research methods,Q1
research and practice in thrombosis and haemostasis,Q1
proceedings of the institution of civil engineers-maritime engineering,Q1
european urology focus,Q1
current oncology reports,Q2
aids patient care and stds,Q1
high power laser science and engineering,Q1
american journal of cancer research,Q2
journal of medical genetics,Q1
batteries-basel,Q2
antimicrobial agents and chemotherapy,Q1
international journal of drug policy,Q1
american journal of medicine,Q1
journal of medical ethics,Q1
annals of nutrition and metabolism,Q1
geochimica et cosmochimica acta,Q1
epidemiology and health,Q1
journal of rock mechanics and geotechnical engineering,Q1
virology journal,Q2
isa transactions,Q1
international journal of food microbiology,Q1
journal of cell communication and signaling,Q2
british journal of ophthalmology,Q1
applied clay science,Q1
journal of clinical psychiatry,Q1
infectious disease clinics of north america,Q2
slovak journal of civil engineering,N/A
south of russia-ecology development,N/A
taltech journal of european studies,N/A
tuning journal for higher education,N/A
vascular health and risk management,N/A
vietnam journal of computer science,N/A
zeitschrift fur deutsche philologie,N/A
npj aging and mechanisms of disease,N/A
australian journal of french studies,N/A
academic journal of modern philology,N/A
advances in building energy research,N/A
advances in pharmacological sciences,N/A
al-jamiah-journal of islamic studies,N/A
allergy asthma & respiratory disease,N/A
american journal of health education,N/A
anesteziologie a intenzivni medicina,N/A
anesthesiology research and practice,N/A
annales mathematicae et informaticae,N/A
ansiedad y estres-anxiety and stress,N/A
apuntes-revista de ciencias sociales,N/A
argumentation et analyse du discours,N/A
asian journal of transfusion science,N/A
boletin de la real academia espanola,N/A
brac-barcelona research art creation,N/A
biolaw journal-rivista di biodiritto,N/A
boletin del grupo espanol del carbon,N/A
british journal of special education,N/A
british journal of visual impairment,N/A
bulletin of the john rylands library,N/A
chinese journal of organic chemistry,N/A
canadian bulletin of medical history,N/A
canadian journal of family and youth,N/A
canadian journal of higher education,N/A
canadian journal of nursing research,N/A
carpathian mathematical publications,N/A
case reports in oncological medicine,N/A
caspian journal of internal medicine,N/A
china journal of accounting research,N/A
chinese journal of environmental law,N/A
chinese public administration review,N/A
chinese space science and technology,N/A
church history and religious culture,N/A
clinical journal of gastroenterology,N/A
clinical and experimental hepatology,N/A
counselling & psychotherapy research,N/A
critical studies in fashion & beauty,N/A
journal of communication management,N/A
journal of computer aided chemistry,N/A
journal of computer chemistry-japan,N/A
journal of contemporary archaeology,N/A
journal of contemporary chinese art,N/A
journal of dance medicine & science,N/A
journal of early childhood research,N/A
journal of geography-chigaku zasshi,N/A
journal of global economic analysis,N/A
journal of global fashion marketing,N/A
journal of himalayan earth sciences,N/A
journal of human sport and exercise,N/A
journal of indian business research,N/A
journal of indian geophysical union,N/A
journal of latin american geography,N/A
journal of mathematics and the arts,N/A
journal of medieval iberian studies,N/A
journal of money laundering control,N/A
journal of multicultural discourses,N/A
journal of nutrition and metabolism,N/A
journal of pediatric intensive care,N/A
journal of public health-heidelberg,N/A
journal of radiotherapy in practice,N/A
journal of sedimentary environments,N/A
