Key,Item Type,Publication Year,Author,Title,type,Spectral,RS_type,AG_BG,Method,Area_Country,Latitude,Longitude,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments
P8XMVJFF,journalArticle,2019,"Ward, Kathrin J.; Chabrillat, Sabine; Neumann, Carsten; Foerster, Saskia",A remote sensing adapted approach for soil organic carbon prediction based on the spectrally clustered LUCAS soil database,article,multispectral,spaceborne,BG,Local PLSR,Italy,42.833333,12.833333,Geoderma,,167061,10.1016/j.geoderma.2019.07.010,https://linkinghub.elsevier.com/retrieve/pii/S0016706118313661,"The estimation of the soil organic carbon (SOC) content plays an important role for carbon sequestration in the context of climate change, food security and soil degradation. Reflectance spectroscopy has proven to be a promising technique for SOC quantification in the laboratory and increasingly from air- and spacebornee platforms, where hyperspectral imagery provides great potential for mapping SOC on larger scales with regular updates. When applied on larger scales, soil prediction accuracy decreases due to the inhomogeneity of samples. In this paper, we examined if spectral clustering of the LUCAS EU-wide topsoil database is successful without using other covariates than the spectral database and can improve SOC model performance compared to a reference model that was calibrated on the whole database without clustering. Different clustering methodologies were tested, including a k-means clustering based on principal component analysis or based on spectral feature variables, combined with partial least squares regression (PLSR) models, and a clustering based on a local PLSR approach which builds a different multivariate model for each sample to be predicted. Furthermore, in order to allow for subsequent application to hyperspectral remote sensing data, atmospheric water wavelengths were removed from the analyses. The local PLSR approach achieved best results and was additionally applied to LUCAS spectra resampled to the upcoming hyperspectral EnMAP sensor which led to good results: R2 = 0.66, RMSEP = 5.78 g kg−1 and RPIQ = 1.93. The k-means clustering approach showed slightly better results than the reference model. Overall, our results showed similar performances for SOC prediction models compared to other approaches using PLSR with a larger spectral range and other soil parameters as covariates. This study shows that (i) it is possible to transfer the local PLSR approach onto a wavelengths reduced spectral library and to predict estimations of SOC at low-cost with reasonable accuracy based on large scale soil databases; and (ii) that the local regression approach is a valuable tool for SOC prediction models based solely on spectral data without the use of other soil covariates.",2019-11,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,297-307,,,353,,Geoderma,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/4XJI7Q6A/Ward et al. - 2019 - A remote sensing adapted approach for soil organic.pdf
UT4FZMKJ,journalArticle,2021,"Wehrhan, Marc; Sommer, Michael",A Parsimonious Approach to Estimate Soil Organic Carbon Applying Unmanned Aerial System (UAS) Multispectral Imagery and the Topographic Position Index in a Heterogeneous Soil Landscape,article,multispectral,UAV,BG,MLR,Germany,51.5,10.5,Remote Sensing,,2072-4292,10.3390/rs13183557,https://www.mdpi.com/2072-4292/13/18/3557,"Remote sensing plays an increasingly key role in the determination of soil organic carbon (SOC) stored in agriculturally managed topsoils at the regional and ﬁeld scales. Contemporary Unmanned Aerial Systems (UAS) carrying low-cost and lightweight multispectral sensors provide high spatial resolution imagery (<10 cm). These capabilities allow integrate of UAS-derived soil data and maps into digitalized workﬂows for sustainable agriculture. However, the common situation of scarce soil data at ﬁeld scale might be an obstacle for accurate digital soil mapping. In our case study we tested a ﬁxed-wing UAS equipped with visible and near infrared (VIS-NIR) sensors to estimate topsoil SOC distribution at two ﬁelds under the constraint of limited sampling points, which were selected by pedological knowledge. They represent all releva nt soil types along an erosiondeposition gradient; hence, the full feature space in terms of topsoils’ SOC status. We included the Topographic Position Index (TPI) as a co-variate for SOC prediction. Our study was performed in a soil landscape of hummocky ground moraines, which represent a signiﬁcant of global arable land. Herein, small scale soil variability is mainly driven by tillage erosion which, in turn, is strongly dependent on topography. Relationships between SOC, TPI and spectral information were tested by Multiple Linear Regression (MLR) using: (i) single ﬁeld data (local approach) and (ii) data from both ﬁelds (pooled approach). The highest prediction performance determined by a leaveone-out-cross-validation (LOOCV) was obtained for the models using the reﬂectance at 570 nm in conjunction with the TPI as explanatory variables for the local approach (coefﬁcient of determination (R2) = 0.91; root mean square error (RMSE) = 0.11% and R2 = 0.48; RMSE = 0.33, respectively). The local MLR models developed with both reﬂectance and TPI using values from all points showed high correlations and low prediction errors for SOC content (R2 = 0.88, RMSE = 0.07%; R2 = 0.79, RMSE = 0.06%, respectively). The comparison with an enlarged dataset consisting of all points from both ﬁelds (pooled approach) showed no improvement of the prediction accuracy but yielded decreased prediction errors. Lastly, the local MLR models were applied to the data of the respective other ﬁeld to evaluate the cross-ﬁeld prediction ability. The spatial SOC pattern generally remains unaffected on both ﬁelds; differences, however, occur concerning the predicted SOC level. Our results indicate a high potential of the combination of UAS-based remote sensing and environmental covariates, such as terrain attributes, for the prediction of topsoil SOC content at the ﬁeld scale. The temporal ﬂexibility of UAS offer the opportunity to optimize ﬂight conditions including weather and soil surface status (plant cover or residuals, moisture and roughness) which, otherwise, might obscure the relationship between spectral data and SOC content. Pedologically targeted selection of soil samples for model development appears to be the key for an efﬁcient and effective prediction even with a small dataset.",9/7/21,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,3557,,18,13,,Remote Sensing,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/9AQJC7XR/Wehrhan and Sommer - 2021 - A Parsimonious Approach to Estimate Soil Organic C.pdf
JN8XYRLG,journalArticle,2016,"Winowiecki, Leigh; Vågen, Tor-Gunnar; Massawe, Boniface; Jelinski, Nicolas A.; Lyamchai, Charles; Sayula, George; Msoka, Elizabeth",Landscape-scale variability of soil health indicators: effects of cultivation on soil organic carbon in the Usambara Mountains of Tanzania,article,multispectral,spaceborne,BG,LME,Tanzania,-6,35,Nutrient Cycling in Agroecosystems,,"1385-1314, 1573-0867",10.1007/s10705-015-9750-1,http://link.springer.com/10.1007/s10705-015-9750-1,"Land-use change continues at an alarming rate in sub-Saharan Africa adversely affecting ecosystem services provided by soil. These impacts are greatly understudied, especially in biodiversity rich mountains in East Africa. The objectives of this study were to: conduct a biophysical baseline of soil and land health; assess the effects of cultivation on soil organic carbon (SOC); and develop a map of SOC at high resolution to enable farm-scale targeting of management interventions. Biophysical field surveys were conducted in a 100 km2 landscape near Lushoto, Tanzania, with composite soil samples collected from 160 sampling plots. Soil erosion prevalence was scored, trees were counted, and current and historic land use was recorded at each plot. The results of the study showed a decline in SOC as a result of cultivation, with cultivated plots (n = 105) having mean topsoil OC of 30.6 g kg-1, while semi-natural plots (n = 55) had 71 g OC kg-1 in topsoil. Cultivated areas were also less variable in SOC than seminatural systems. Prediction models were developed for the mapping of SOC based on RapidEye remote sensing data for January 2014, with good model performance (RMSEPcal = 8.0 g kg-1; RMSEPval = 10.5 g kg-1) and a SOC map was generated for the study. Interventions will need to focus on practices that increase SOC in order to enhance productivity and resilience of the farming system, in general. The highresolution maps can be used to spatially target interventions as well as for monitoring of changes in SOC.",2016-07,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,263-274,,3,105,,Nutr Cycl Agroecosyst,Landscape-scale variability of soil health indicators,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/278NXP92/Winowiecki et al. - 2016 - Landscape-scale variability of soil health indicat.pdf
VW5HMIWM,journalArticle,2015,"Wolf, Julie; West, Tristram O.; Le Page, Yannick; Kyle, G. Page; Zhang, Xuesong; Collatz, G. James; Imhoff, Marc L.",Biogenic carbon fluxes from global agricultural production and consumption: GLOBAL AGRICULTURAL CARBON FLUXES,review,multispectral,spaceborne,AG,,Global,,,Global Biogeochemical Cycles,,8866236,10.1002/2015GB005119,http://doi.wiley.com/10.1002/2015GB005119,"Quantiﬁcation of biogenic carbon ﬂuxes from agricultural lands is needed to generate comprehensive bottom-up estimates of net carbon exchange for global and regional carbon monitoring. We estimated global agricultural carbon ﬂuxes associated with annual crop net primary production (NPP), harvested biomass, and consumption of biomass by humans and livestock. These estimates were combined for a single estimate of net carbon exchange and spatially distributed to 0.05° resolution using Moderate Resolution Imaging Spectroradiometer satellite land cover data. Global crop NPP in 2011 was estimated at 5.25 ± 0.46 Pg C yrÀ1, of which 2.05 ± 0.05 Pg C yrÀ1 was harvested and 0.54 Pg C yrÀ1 was collected from crop residues for livestock fodder. Total livestock feed intake in 2011 was 2.42 ± 0.21 Pg C yrÀ1, of which 2.31 ± 0.21 Pg C yrÀ1 was emitted as CO2, 0.07 ± 0.01 Pg C yrÀ1 was emitted as CH4, and 0.04 Pg C yrÀ1 was contained within milk and egg production. Livestock grazed an estimated 1.27 Pg C yrÀ1 in 2011, which constituted 52.4% of total feed intake. Global human food intake was 0.57 ± 0.03 Pg C yrÀ1 in 2011, the majority of which was respired as CO2. Completed global cropland carbon budgets accounted for the ultimate use of approximately 80% of harvested biomass. The spatial distribution of these ﬂuxes may be used for global carbon monitoring, estimation of regional uncertainty, and for use as input to Earth system models.",2015-10,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,1617-1639,,10,29,,Global Biogeochem. Cycles,Biogenic carbon fluxes from global agricultural production and consumption,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/9I377KUD/Wolf et al. - 2015 - Biogenic carbon fluxes from global agricultural pr.pdf
R9FQRSX6,journalArticle,2021,"Wu, Zihao; Liu, Yaolin; Han, Yiran; Zhou, Jianai; Liu, Jiamin; Wu, Jingan",Mapping farmland soil organic carbon density in plains with combined cropping system extracted from NDVI time-series data,article,multispectral,spaceborne,BG,RK,China,,,Science of The Total Environment,,489697,10.1016/j.scitotenv.2020.142120,https://linkinghub.elsevier.com/retrieve/pii/S0048969720356497,"The accurate mapping of farmland soil organic carbon density (SOCD) is crucial for evaluating carbon (C) sequestration potential and forecasting climate change. Natural factors such as soil types and topographical factors are important variables in mapping soil properties. Moreover, cropping systems are important components of agricultural activities and are signiﬁcantly correlated with soil properties. Therefore, integrating cropping systems and natural factors can improve the accuracy of mapping farmland SOCD. This study aimed to obtain and incorporate cropping system information in mapping SOCD in plains by combining normalized difference vegetation index (NDVI) time-series data and the regression Kriging (RK) method. We collected 230 topsoil samples in Jianghan Plain, China and (i) obtained the spatial patterns of crops in summer and winter using NDVI time-series data derived from HJ-1A/1B satellite images, (ii) investigated the differences in SOCD under different cropping systems, and (iii) evaluated the performance of the RK_CS model in integrating cropping systems and natural factors into mapping SOCD. ANOVA results showed signiﬁcant differences in SOCD under different cropping systems. Speciﬁcally, the SOCD of single rice was higher than that of rice–wheat rotation and dry crops. Meanwhile, the regression results showed that SOCD was affected by natural factors and cropping system, with the latter playing a major role. The integration of soil types, slope and cropping systems explained approximately 26.3% of the variation in SOCD. Model validation results conﬁrmed the effectiveness of the RK_CS model. The ﬁndings reveal single cropping rice sequences more C than other cropping systems. Cropping system is an important environmental variable in improving mapping farmland SOCD in plains.",2021-02,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,142120,,,754,,Science of The Total Environment,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/26XNFZKM/Wu et al. - 2021 - Mapping farmland soil organic carbon density in pl.pdf
NJ72DB7D,journalArticle,2019,"Xiao, Jingfeng; Chevallier, Frederic; Gomez, Cecile; Guanter, Luis; Hicke, Jeffrey A.; Huete, Alfredo R.; Ichii, Kazuhito; Ni, Wenjian; Pang, Yong; Rahman, Abdullah F.; Sun, Guoqing; Yuan, Wenping; Zhang, Li; Zhang, Xiaoyang",Remote sensing of the terrestrial carbon cycle: A review of advances over 50 years,review,,multiple,AG/BG,multiple,multiple,,,Remote Sensing of Environment,,344257,10.1016/j.rse.2019.111383,https://linkinghub.elsevier.com/retrieve/pii/S003442571930402X,"Quantifying ecosystem carbon fluxes and stocks is essential for better understanding the global carbon cycle and improving projections of the carbon-climate feedbacks. Remote sensing has played a vital role in this endeavor during the last five decades by quantifying carbon fluxes and stocks. The availability of satellite observations of the land surface since the 1970s, particularly the early 1980s, has made it feasible to quantify ecosystem carbon fluxes and stocks at regional to global scales. Here we provide a review of the advances in remote sensing of the terrestrial carbon cycle from the early 1970s to present. First, we present an overview of the terrestrial carbon cycle and remote sensing of carbon fluxes and stocks. Remote sensing data acquired in a broad wavelength range (visible, infrared, and microwave) of the electromagnetic spectrum have been used to estimate carbon fluxes and/or stocks. Second, we provide a historical overview of the key milestones in remote sensing of the terrestrial carbon cycle. Third, we review the platforms/sensors, methods, findings, and challenges in remote sensing of carbon fluxes. The remote sensing data and techniques used to quantify carbon fluxes include vegetation indices, light use efficiency models, terrestrial biosphere models, data-driven (or machine learning) approaches, solarinduced chlorophyll fluorescence (SIF), land surface temperature, and atmospheric inversions. Fourth, we review the platforms/sensors, methods, findings, and challenges in passive optical, microwave, and lidar remote sensing of biomass carbon stocks as well as remote sensing of soil organic carbon. Fifth, we review the progresses in remote sensing of disturbance impacts on the carbon cycle. Sixth, we also discuss the uncertainty and validation of the resulting carbon flux and stock estimates. Finally, we offer a forward-looking perspective and insights for future research and directions in remote sensing of the terrestrial carbon cycle. Remote sensing is anticipated to play an increasingly important role in carbon cycling studies in the future. This comprehensive and insightful review on 50 years of remote sensing of the terrestrial carbon cycle is timely and valuable and can benefit scientists in various research communities (e.g., carbon cycle, remote sensing, climate change, ecology) and inform ecosystem and carbon management, carbon-climate projections, and climate policymaking.",2019-11,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,111383,,,233,,Remote Sensing of Environment,Remote sensing of the terrestrial carbon cycle,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/YC669EKK/Xiao et al. - 2019 - Remote sensing of the terrestrial carbon cycle A .pdf
PCE85MP9,journalArticle,2014,"Xiao, Jingfeng; Ollinger, Scott V.; Frolking, Steve; Hurtt, George C.; Hollinger, David Y.; Davis, Kenneth J.; Pan, Yude; Zhang, Xiaoyang; Deng, Feng; Chen, Jiquan; Baldocchi, Dennis D.; Law, Bevery E.; Arain, M. Altaf; Desai, Ankur R.; Richardson, Andrew D.; Sun, Ge; Amiro, Brian; Margolis, Hank; Gu, Lianhong; Scott, Russell L.; Blanken, Peter D.; Suyker, Andrew E.",Data-driven diagnostics of terrestrial carbon dynamics over North America,article,multispectral,spaceborne,AG,crossvalidation,"USA, Canada ",,,Agricultural and Forest Meteorology,,1681923,10.1016/j.agrformet.2014.06.013,https://linkinghub.elsevier.com/retrieve/pii/S0168192314001671,"The exchange of carbon dioxide is a key measure of ecosystem metabolism and a critical intersection between the terrestrial biosphere and the Earth’s climate. Despite the general agreement that the terrestrial ecosystems in North America provide a sizeable carbon sink, the size and distribution of the sink remain uncertain. We use a data-driven approach to upscale eddy covariance flux observations from towers to the continental scale by integrating flux observations, meteorology, stand age, aboveground biomass, and a proxy for canopy nitrogen concentrations from AmeriFlux and FluxnetCanada Research Network as well as a variety of satellite data streams from the MODIS sensors. We then use the resulting gridded flux estimates from March 2000 to December 2012 to assess the magnitude, distribution, and interannual variability of carbon fluxes for the U.S. and Canada. The mean annual gross primary productivity (GPP), ecosystem respiration (ER), and net ecosystem productivity (NEP) of the U.S. over the period 2001–2012 were 6.84, 5.31, and 1.10 Pg C yr−1, respectively; the mean annual GPP, ER, and NEP of Canada over the same 12-year period were 3.91, 3.26, and 0.60 Pg C yr−1, respectively. The mean nationwide annual NEP of natural ecosystems over the period 2001–2012 was 0.53 Pg C yr−1 for the U.S. and 0.49 Pg C yr−1 for the conterminous U.S. Our estimate of the carbon sink for the conterminous U.S. was almost identical with the estimate of the First State of the Carbon Cycle Report (SOCCR). The carbon fluxes exhibited relatively large interannual variability over the study period. The main sources of the interannual variability in carbon fluxes included drought and disturbance. The annual GPP and NEP were strongly related to annual evapotranspiration (ET) for both the U.S. and Canada, showing that the carbon and water cycles were closely coupled. Our gridded flux estimates provided an independent, alternative perspective on ecosystem carbon exchange over North America.",2014-10,9/1/22 17:15,9/1/22 17:15,9/1/22 17:15,142-157,,,197,,Agricultural and Forest Meteorology,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/6BKCI6NC/Xiao et al. - 2014 - Data-driven diagnostics of terrestrial carbon dyna.pdf
KH39VZ7I,journalArticle,2015,"Xiao, Zhiqiang; Liang, Shunlin; Sun, Rui; Wang, Jindi; Jiang, Bo",Estimating the fraction of absorbed photosynthetically active radiation from the MODIS data based GLASS leaf area index product,article,multispectral,spaceborne,AG,LR,multiple,,,Remote Sensing of Environment,,344257,10.1016/j.rse.2015.10.016,https://linkinghub.elsevier.com/retrieve/pii/S003442571530167X,"The fraction of absorbed photosynthetically active radiation (FAPAR) is an essential biophysical variable and plays a critical role in the carbon cycle. Existing FAPAR products from satellite observations are spatially incomplete and temporally discontinuous, and also insufﬁciently accurate to meet the requirements of various applications. In this study, a new method is proposed to calculate high quality, accurate FAPAR from the Global LAnd Surface Satellite (GLASS) leaf area index (LAI) to ensure physical consistency between LAI and FAPAR retrievals. As a result, a global FAPAR product (denoted by GLASS) was generated from the GLASS LAI data from 2000. With no missing values, GLASS FAPAR product is spatially complete. Comparison of the GLASS FAPAR product with the MODerate Resolution Imaging Spectroradiometer (MODIS), Geoland2/BioPar version 1 (GEOV1), and the Seaviewing Wide Field-of-view Sensor (SeaWiFS) FAPAR products indicates that these FAPAR products exhibit similar spatial distribution pattern. However, there were relatively large discrepancies between these FAPAR products in equatorial forest regions and around 50–60°N, where the SeaWiFS FAPAR values were lower than the other products and GLASS FAPAR product showed the largest values. Temporal consistency analysis indicates that GLASS FAPAR product has continuous trajectories, while MODIS FAPAR product shows more unstable proﬁles, especially during the growing season. Direct comparison with ground-based estimates demonstrated that GLASS FAPAR values were more accurate (R2 = 0.9292 and RMSE =0.0716) than GEOV1 (R2 = 0.8681 and RMSE = 0.1085), MODIS (R2 = 0.8048 and RMSE = 0.1276) and SeaWiFS FAPAR values (R2 = 0.7377 and RMSE = 0.1635).",2015-12,9/1/22 17:14,9/1/22 17:14,9/1/22 17:14,105-117,,,171,,Remote Sensing of Environment,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/FA63SZCA/Xiao et al. - 2015 - Estimating the fraction of absorbed photosynthetic.pdf
8DZ2VQ3Y,journalArticle,2020,"Yang, Lin; He, Xianglin; Shen, Feixue; Zhou, Chenghu; Zhu, A-Xing; Gao, Bingbo; Chen, Ziyue; Li, Manchun",Improving prediction of soil organic carbon content in croplands using phenological parameters extracted from NDVI time series data,article,multispectral,spaceborne,BG,RF,China,35,105,Soil and Tillage Research,,1671987,10.1016/j.still.2019.104465,https://linkinghub.elsevier.com/retrieve/pii/S0167198719306579,"Mapping the spatial distribution of soil organic carbon (SOC) content or stock is important for climate change studies and land management decisions. When using environmental covariates to map SOC content or stock, variables indicating human activities have drawn growing attentions. Crop species/crop rotations and agricultural management signiﬁcantly aﬀect the spatial variation of SOC in croplands. For areas where climatic conditions and farming managements are generally consistent in cultivation territory of one crop species, crop phenology largely indicates the crop response to soil. Therefore, phenological parameters incorporating with crop rotation could be eﬀective for mapping soil organic carbon in these areas. In this study, we extracted phenological parameters from Normalized Diﬀerence Vegetation Index (NDVI) time series data, and used these variables with crop rotation for predicting topsoil organic carbon content in a cropland area in Anhui province, China. Forty-nine sampling points were collected in ﬁeld. For these points, there were three crop rotations each with two crop species per year. Twenty-two HJ-1 A/B images for 2010 year with a 30 m resolution were obtained. Eleven phenological parameters for each of the two growing seasons were obtained with a dynamic threshold method. Various combinations of predictive variables were developed based on variable importance and experimented for predicting topsoil organic carbon using random forest. The prediction results were validated using a cross validation approach. Results showed that base levels (given as the average of the left and right minimum values of a time series proﬁle) for both seasons were the most important predictors in this area. Adding both crop rotation and the two phenological parameters to the natural environment variables increased the prediction accuracies by 50% in terms of R2 and 13.4% in terms of root mean square error (RMSE). This study demonstrates the eﬀectiveness of crop phenology in mapping SOC in croplands.",2020-02,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,104465,,,196,,Soil and Tillage Research,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/W239YUJT/Yang et al. - 2020 - Improving prediction of soil organic carbon conten.pdf
MIP5WTTU,journalArticle,2021,"Yu, Qing; Yao, Tianci; Lu, Hongwei; Feng, Wei; Xue, Yuxuan; Liu, Binxiao",Improving estimation of soil organic matter content by combining Landsat 8 OLI images and environmental data: A case study in the river valley of the southern Qinghai-Tibet Plateau,article,multispectral,spaceborne,BG," PLSR, BPNN, GWR, MLR",China,35,105,Computers and Electronics in Agriculture,,1681699,10.1016/j.compag.2021.106144,https://linkinghub.elsevier.com/retrieve/pii/S0168169921001629,"The Qinghai-Tibet Plateau (QTP) is a typical ecologically fragile area. Once the surface vegetation degenerates, it may not be restored. This requires the development of soil organic matter (SOM) monitoring method without destroying the surface, so as to ensure the sustainable development of plateau agriculture. This work investigated the environmental factors that are significantly related to SOM content in the river valley of the southern QTP. These environmental factors include soil hydrothermal factors (soil moisture content and soil temperature), topographic factors (elevation and slope) and vegetation factor (NDVI). The original band reflectivity (OR) of Landsat 8 OLI images and the band reflectivity after the first-order derivative (FDR) and the second-order derivative (SDR) processing were combined with the above environmental factors to estimate SOM content. The results showed that the accuracy of the model was improved obviously by adding environmental factors. The estimation effect of back propagation neural network (BPNN) model was better than that of geographically weighted regression (GWR) model, partial least squares regression (PLSR) model and multivariable linear regression (MLR) model. GWR model can also meet the estimation requirements, while PLSR and MLR models cannot achieve effectively the estimation of SOM content. FDR-BPNN model considering environmental factors was the best model for estimating SOM content, with R2 being 0.947, RMSEC being 4.701 g⋅kg−1 and MAEV being 5.485 g⋅kg−1. Moreover, the model had the lowest uncertainty and the highest stability. This study will provide a good insight for the monitoring of SOM content in the future, and provide basic data support for the implementation of precision agriculture in the QTP.",2021-06,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,106144,,,185,,Computers and Electronics in Agriculture,Improving estimation of soil organic matter content by combining Landsat 8 OLI images and environmental data,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/N862ETPL/Yu et al. - 2021 - Improving estimation of soil organic matter conten.pdf
YIV8YSQ6,journalArticle,2020,"Yuzugullu, Onur; Lorenz, Frank; Fröhlich, Peter; Liebisch, Frank",Understanding Fields by Remote Sensing: Soil Zoning and Property Mapping,article,multispectral,spaceborne,BG,RF,Germany,51.5,10.5,Remote Sensing,,2072-4292,10.3390/rs12071116,https://www.mdpi.com/2072-4292/12/7/1116,"Precision agriculture aims to optimize ﬁeld management to increase agronomic yield, reduce environmental impact, and potentially foster soil carbon sequestration. In 2015, the Copernicus mission, with Sentinel-1 and -2, opened a new era by providing freely available high spatial and temporal resolution satellite data. Since then, many studies have been conducted to understand, monitor and improve agricultural systems. This paper presents results from the SolumScire project, focusing on the prediction of the spatial distribution of soil zones and topsoil properties, such as pH, soil organic matter (SOM) and clay content in agricultural ﬁelds through random forest algorithms. For this purpose, samples from 120 ﬁelds were investigated. The zoning and soil property prediction has an accuracy greater than 90%. This is supported by a high agreement of the derived zones with farmer’s observations. The trained models revealed a prediction accuracy of 94%, 89% and 96% for pH, SOM and clay content, respectively. The obtained models for soil properties can support precision ﬁeld management, the improvement of soil sampling and fertilization strategies, and eventually the management of soil properties such as SOM.",4/1/20,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,1116,,7,12,,Remote Sensing,Understanding Fields by Remote Sensing,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/8G36LLCD/Yuzugullu et al. - 2020 - Understanding Fields by Remote Sensing Soil Zonin.pdf
RP6JN9L6,journalArticle,2022,"Zeraatpisheh, Mojtaba; Garosi, Younes; Reza Owliaie, Hamid; Ayoubi, Shamsollah; Taghizadeh-Mehrjardi, Ruhollah; Scholten, Thomas; Xu, Ming",Improving the spatial prediction of soil organic carbon using environmental covariates selection: A comparison of a group of environmental covariates,article,multispectral,spaceborne,BG,"PLSR, RF, SVM",Iran,32,53,CATENA,,3418162,10.1016/j.catena.2021.105723,https://linkinghub.elsevier.com/retrieve/pii/S0341816221005816,"In the digital soil mapping (DSM) framework, machine learning models quantify the relationship between soil observations and environmental covariates. Generally, the most commonly used covariates (MCC; e.g., topographic attributes and single-time remote sensing data, and legacy maps) were employed in DSM studies. Additionally, remote sensing time-series (RST) data can provide useful information for soil mapping. Therefore, the main aims of the study are to compare the MCC, the monthly Sentinel-2 time-series of vegetation indices dataset, and the combination of datasets (MCC + RST) for soil organic carbon (SOC) prediction in an arid agroecosystem in Iran. We used different machine learning algorithms, including random forest (RF), Cubist, support vector machine (SVM), and partial least square regression (PLSR). A total of 237 soil samples at 0–20 cm depths were collected. The 5-fold cross-validation technique was used to evaluate the modeling performance, and 50 bootstrap models were applied to quantify the prediction uncertainty. The results showed that the Cubist model performed the best with the MCC dataset (R2 = 0.35, RMSE = 0.26%) and the combined dataset of MCC and RST (R2 = 0.33, RMSE = 0.27%), while the RF model showed better results for the RST dataset (R2 = 0.10, RMSE = 0.31%). Soil properties could explain the SOC variation in MCC and combined datasets (66.35% and 50.82%, respectively), while NDVI was the most controlling factor in the RST (50.22%). Accordingly, results showed that time-series vegetation indices did not have enough potential to increase SOC prediction accuracy. However, the combination of MCC and RST datasets produced SOC spatial maps with lower uncertainty. Therefore, future studies are required to explicitly explain the efficiency of time-series remotely-sensed data and their interrelationship with environmental covariates to predict SOC in arid regions with low SOC content.",2022-01,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,105723,,,208,,CATENA,Improving the spatial prediction of soil organic carbon using environmental covariates selection,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/JQSUSF89/Zeraatpisheh et al. - 2022 - Improving the spatial prediction of soil organic c.pdf
M675C28K,journalArticle,2021,"Zhang, He; Shi, Pu; Crucil, Giacomo; Wesemael, Bas; Limbourg, Quentin; Van Oost, Kristof",Evaluating the capability of a UAV‐borne spectrometer for soil organic carbon mapping in bare croplands,article,multispectral,UAV,BG,PLSR,Belgium,50.83333,4,Land Degradation & Development,,"1085-3278, 1099-145X",10.1002/ldr.4043,https://onlinelibrary.wiley.com/doi/10.1002/ldr.4043,"High-resolution, field-scale soil organic carbon (SOC) mapping in croplands is crucial for effective and precise agricultural management. Recent developments in unmanned aerial vehicles (UAVs) combined with miniaturized visible–near infrared spectrometers have enabled the rapid and low-cost field-scale SOC mapping. However, a field-specific spectrotransfer model is often needed for such UAV-based hyperspectral measurements, implying local sampling and model development are still required, and this hampers the widespread application of UAV-based methods. In this study, we aim to test to what extent SOC prediction models derived from an existing regional soil spectral library (SSL) can be applied to UAV-based hyperspectral data, without the need for additional field sampling. To this end, an UAV survey was conducted over a bare cropland within the Belgian Loam Belt for field-scale SOC mapping. We evaluated two calibration approaches, one based on local sampling and model development, and one where we capitalized on an existing (laboratory-based) regional SSL. For the local calibration approach, we obtained a good prediction performance with RMSE of 0.57 g kgÀ1 and RPIQ of 2.35. For the regional model, a spectral alignment procedure was needed to resolve the discrepancy between UAVand laboratory-based measurements. This resulted in a fair SOC prediction accuracy with RMSE of 0.93 g kgÀ1 and RPIQ of 1.45. The comparison of SOC maps derived from the two approaches, along with an external validation showed a high consistency, indicating that UAV-based spectral measurements, in combination with SSLs have the potential to improve the efficiency of high-resolution SOC mapping.",2021-09,9/1/22 17:07,9/1/22 17:07,9/1/22 17:07,4375-4389,,15,32,,Land Degrad Dev,"Evaluating the capability of a <span style=""font-variant",,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/luciananieto/Zotero/storage/TI8RTCHX/Zhang et al. - 2021 - Evaluating the capability of a span style=font-v.pdf
